inter_arrival_time,request_rate_1min,path_frequency_rank,unique_paths_per_ip,body_bytes,body_bytes_rolling_mean,direction_encoded,process_encoded,method_GET,method_POST,method_PUT,method_DELETE,method_HEAD,method_PATCH,method_OPTIONS
0.0,2.0,2,9,0,0.0,1,2,0,0,0,0,1,0,0
0.0,1.0,8,226,0,0.0,1,0,1,0,0,0,0,0,0
0.0,2.0,2,9,480,240.0,1,2,0,0,1,0,0,0,0
7.0,1.0,16,225,111,111.0,1,1,0,1,0,0,0,0,0
0.0,2.0,16,226,111,55.5,1,2,0,1,0,0,0,0,0
2.0,3.0,1,225,61,86.0,1,1,0,1,0,0,0,0,0
0.0,3.0,1,225,61,77.66666666666667,0,1,0,1,0,0,0,0,0
0.0,4.0,1,226,61,57.333333333333336,0,2,0,1,0,0,0,0,0
0.0,4.0,1,226,61,58.25,1,2,0,1,0,0,0,0,0
1.0,4.0,3,9,34496,11658.666666666666,1,2,0,1,0,0,0,0,0
0.0,4.0,2,9,0,8744.0,1,2,0,0,0,0,1,0,0
1.0,5.0,4,225,0,58.25,1,1,1,0,0,0,0,0,0
0.0,5.0,4,225,0,46.6,0,1,1,0,0,0,0,0,0
0.0,6.0,4,226,0,46.6,1,2,1,0,0,0,0,0,0
0.0,6.0,4,226,0,38.833333333333336,0,2,1,0,0,0,0,0,0
1.0,9.0,1,226,49,40.285714285714285,1,2,0,1,0,0,0,0,0
0.0,9.0,1,226,51,41.625,1,2,0,1,0,0,0,0,0
0.0,6.0,1,225,51,47.333333333333336,1,1,0,1,0,0,0,0,0
0.0,9.0,1,226,49,42.44444444444444,0,2,0,1,0,0,0,0,0
1.0,8.0,3,9,38888,14772.8,1,2,0,1,0,0,0,0,0
0.0,14.0,1,225,48,47.42857142857143,1,1,0,1,0,0,0,0,0
0.0,14.0,1,225,50,47.75,0,1,0,1,0,0,0,0,0
0.0,15.0,1,226,50,43.2,0,2,0,1,0,0,0,0,0
0.0,8.0,2,9,0,12310.666666666666,1,2,0,0,0,0,1,0,0
0.0,14.0,1,225,49,47.888888888888886,1,1,0,1,0,0,0,0,0
0.0,14.0,1,225,50,48.1,1,1,0,1,0,0,0,0,0
0.0,15.0,1,226,48,48.0,1,2,0,1,0,0,0,0,0
0.0,14.0,1,225,48,41.8,0,1,0,1,0,0,0,0,0
0.0,15.0,4,226,0,36.9,1,2,1,0,0,0,0,0,0
0.0,15.0,4,226,0,30.8,0,2,1,0,0,0,0,0,0
0.0,14.0,4,225,0,35.7,0,1,1,0,0,0,0,0,0
0.0,8.0,3,9,36588,15778.857142857143,1,2,0,1,0,0,0,0,0
0.0,15.0,1,226,50,29.7,1,2,0,1,0,0,0,0,0
0.0,14.0,4,225,0,29.6,1,1,1,0,0,0,0,0,0
0.0,14.0,1,225,49,34.5,0,1,0,1,0,0,0,0,0
0.0,15.0,1,226,48,34.5,0,2,0,1,0,0,0,0,0
0.0,8.0,2,9,0,13806.5,1,2,0,0,0,0,1,0,0
1.0,21.0,1,226,51,39.6,1,2,0,1,0,0,0,0,0
0.0,21.0,1,226,54,40.1,1,2,0,1,0,0,0,0,0
0.0,10.0,2,9,0,12272.444444444445,1,2,0,0,0,0,1,0,0
0.0,10.0,3,9,37468,14792.0,1,2,0,1,0,0,0,0,0
0.0,18.0,1,225,54,39.9,0,1,0,1,0,0,0,0,0
0.0,21.0,1,226,54,40.4,0,2,0,1,0,0,0,0,0
0.0,21.0,16,226,0,35.5,0,2,1,0,0,0,0,0,0
0.0,18.0,1,225,54,40.2,1,1,0,1,0,0,0,0,0
0.0,18.0,16,225,0,35.4,0,1,1,0,0,0,0,0,0
0.0,21.0,1,226,51,35.6,0,2,0,1,0,0,0,0,0
0.0,18.0,16,225,0,30.4,1,1,1,0,0,0,0,0,0
0.0,21.0,16,226,0,30.8,1,2,1,0,0,0,0,0,0
1.0,28.0,16,226,0,30.8,1,2,1,0,0,0,0,0,0
0.0,14.0,3,9,39553,18747.3,1,2,0,1,0,0,0,0,0
0.0,26.0,1,225,47,30.2,1,1,0,1,0,0,0,0,0
0.0,28.0,16,226,0,30.8,0,2,1,0,0,0,0,0,0
0.0,26.0,16,225,0,25.2,1,1,1,0,0,0,0,0,0
0.0,26.0,16,225,0,20.4,0,1,1,0,0,0,0,0,0
0.0,26.0,1,225,51,25.5,0,1,0,1,0,0,0,0,0
0.0,28.0,1,226,47,30.5,0,2,0,1,0,0,0,0,0
0.0,14.0,2,9,0,18699.3,1,2,0,0,0,0,1,0,0
0.0,28.0,8,226,0,25.7,1,0,1,0,0,0,0,0,0
0.0,28.0,1,226,51,25.7,0,2,0,1,0,0,0,0,0
0.0,26.0,1,225,51,30.6,1,1,0,1,0,0,0,0,0
0.0,26.0,1,225,51,30.8,0,1,0,1,0,0,0,0,0
0.0,28.0,1,226,47,25.0,1,2,0,1,0,0,0,0,0
0.0,14.0,2,9,0,15249.7,1,2,0,0,0,0,1,0,0
0.0,14.0,3,9,35171,18766.8,1,2,0,1,0,0,0,0,0
0.0,26.0,1,225,47,30.1,0,1,0,1,0,0,0,0,0
0.0,28.0,1,226,51,24.7,1,2,0,1,0,0,0,0,0
0.0,26.0,1,225,51,29.8,1,1,0,1,0,0,0,0,0
1.0,18.0,2,9,0,14878.0,1,2,0,0,0,0,1,0,0
0.0,34.0,1,226,47,29.4,1,2,0,1,0,0,0,0,0
0.0,34.0,1,226,48,29.1,0,2,0,1,0,0,0,0,0
0.0,32.0,1,225,47,34.5,0,1,0,1,0,0,0,0,0
0.0,34.0,1,226,50,34.1,0,2,0,1,0,0,0,0,0
0.0,32.0,1,225,48,39.3,0,1,0,1,0,0,0,0,0
0.0,32.0,1,225,48,39.4,1,1,0,1,0,0,0,0,0
0.0,34.0,1,226,47,38.8,0,2,0,1,0,0,0,0,0
0.0,32.0,1,225,47,44.1,1,1,0,1,0,0,0,0,0
0.0,18.0,2,9,0,14878.0,1,2,0,0,0,0,1,0,0
0.0,18.0,3,9,37067,14925.9,1,2,0,1,0,0,0,0,0
0.0,34.0,1,226,50,43.8,1,2,0,1,0,0,0,0,0
0.0,32.0,1,225,50,49.1,1,1,0,1,0,0,0,0,0
0.0,32.0,1,225,50,49.0,0,1,0,1,0,0,0,0,0
0.0,18.0,3,9,35224,18448.3,1,2,0,1,0,0,0,0,0
0.0,34.0,1,226,48,43.9,1,2,0,1,0,0,0,0,0
1.0,38.0,16,225,0,43.9,0,1,1,0,0,0,0,0,0
0.0,38.0,1,225,49,43.7,1,1,0,1,0,0,0,0,0
0.0,20.0,3,9,38716,22319.9,1,2,0,1,0,0,0,0,0
0.0,38.0,1,225,53,44.3,0,1,0,1,0,0,0,0,0
0.0,38.0,1,225,53,44.5,1,1,0,1,0,0,0,0,0
0.0,40.0,1,226,49,48.8,0,2,0,1,0,0,0,0,0
0.0,40.0,1,226,53,49.0,1,2,0,1,0,0,0,0,0
0.0,38.0,1,225,49,44.7,0,1,0,1,0,0,0,0,0
0.0,40.0,1,226,49,49.2,1,2,0,1,0,0,0,0,0
0.0,40.0,16,226,0,44.1,0,2,1,0,0,0,0,0,0
0.0,20.0,2,9,0,18573.1,1,2,0,0,0,0,1,0,0
0.0,40.0,16,226,0,39.4,1,2,1,0,0,0,0,0,0
0.0,38.0,16,225,0,39.9,1,1,1,0,0,0,0,0,0
0.0,40.0,1,226,53,39.9,0,2,0,1,0,0,0,0,0
1.0,44.0,1,226,50,39.9,1,2,0,1,0,0,0,0,0
0.0,42.0,1,225,50,40.1,1,1,0,1,0,0,0,0,0
0.0,42.0,1,225,50,40.4,0,1,0,1,0,0,0,0,0
0.0,44.0,4,226,0,35.2,0,2,1,0,0,0,0,0,0
0.0,44.0,4,226,0,30.2,1,2,1,0,0,0,0,0,0
0.0,42.0,4,225,0,35.4,0,1,1,0,0,0,0,0,0
0.0,42.0,4,225,0,30.4,1,1,1,0,0,0,0,0,0
0.0,22.0,3,9,35308,18148.6,1,2,0,1,0,0,0,0,0
0.0,22.0,2,9,0,18148.6,1,2,0,0,0,0,1,0,0
0.0,44.0,1,226,50,30.4,0,2,0,1,0,0,0,0,0
1.0,44.0,1,225,46,35.0,0,1,0,1,0,0,0,0,0
0.0,46.0,1,226,46,30.1,1,2,0,1,0,0,0,0,0
0.0,24.0,2,9,0,18148.6,1,2,0,0,0,0,1,0,0
0.0,46.0,1,226,46,29.4,0,2,0,1,0,0,0,0,0
0.0,24.0,3,9,34640,18095.5,1,2,0,1,0,0,0,0,0
0.0,44.0,1,225,46,34.7,1,1,0,1,0,0,0,0,0
1.0,48.0,1,225,50,34.4,0,1,0,1,0,0,0,0,0
0.0,50.0,1,226,50,29.5,1,2,0,1,0,0,0,0,0
0.0,50.0,1,226,50,34.5,0,2,0,1,0,0,0,0,0
0.0,26.0,2,9,0,18095.5,1,2,0,0,0,0,1,0,0
0.0,26.0,3,9,35328,21628.3,1,2,0,1,0,0,0,0,0
0.0,48.0,1,225,50,34.1,1,1,0,1,0,0,0,0,0
0.0,48.0,1,225,50,34.2,0,1,0,1,0,0,0,0,0
0.0,48.0,1,225,50,39.2,1,1,0,1,0,0,0,0,0
0.0,50.0,1,226,50,39.5,0,2,0,1,0,0,0,0,0
0.0,50.0,1,226,50,39.2,1,2,0,1,0,0,0,0,0
1.0,50.0,1,225,48,39.0,0,1,0,1,0,0,0,0,0
0.0,50.0,1,225,48,38.8,1,1,0,1,0,0,0,0,0
0.0,52.0,1,226,48,39.0,0,2,0,1,0,0,0,0,0
0.0,52.0,1,226,48,43.8,1,2,0,1,0,0,0,0,0
1.0,56.0,1,226,49,48.7,1,2,0,1,0,0,0,0,0
0.0,28.0,3,9,35740,21495.6,1,2,0,1,0,0,0,0,0
0.0,54.0,1,225,47,43.5,1,1,0,1,0,0,0,0,0
0.0,54.0,1,225,47,48.2,0,1,0,1,0,0,0,0,0
0.0,54.0,1,225,49,48.5,1,1,0,1,0,0,0,0,0
0.0,56.0,1,226,47,48.4,1,2,0,1,0,0,0,0,0
0.0,28.0,2,9,0,17973.2,1,2,0,0,0,0,1,0,0
0.0,56.0,1,226,49,48.7,0,2,0,1,0,0,0,0,0
0.0,56.0,1,226,47,48.8,0,2,0,1,0,0,0,0,0
0.0,54.0,1,225,49,48.8,0,1,0,1,0,0,0,0,0
1.0,30.0,2,9,0,14101.6,1,2,0,0,0,0,1,0,0
0.0,58.0,1,225,53,49.1,0,1,0,1,0,0,0,0,0
0.0,58.0,1,225,53,49.4,1,1,0,1,0,0,0,0,0
0.0,60.0,1,226,50,48.8,1,2,0,1,0,0,0,0,0
0.0,58.0,1,225,50,49.4,0,1,0,1,0,0,0,0,0
0.0,58.0,1,225,50,49.4,1,1,0,1,0,0,0,0,0
0.0,60.0,1,226,53,49.1,0,2,0,1,0,0,0,0,0
0.0,60.0,1,226,50,49.1,0,2,0,1,0,0,0,0,0
0.0,30.0,3,9,35740,17675.6,1,2,0,1,0,0,0,0,0
0.0,60.0,1,226,53,49.4,1,2,0,1,0,0,0,0,0
1.0,62.0,1,226,46,49.2,0,2,0,1,0,0,0,0,0
0.0,62.0,1,226,46,49.0,1,2,0,1,0,0,0,0,0
0.0,60.0,1,225,46,49.2,0,1,0,1,0,0,0,0,0
0.0,32.0,3,9,35740,17718.8,1,2,0,1,0,0,0,0,0
0.0,32.0,2,9,0,17718.8,1,2,0,0,0,0,1,0,0
0.0,60.0,1,225,46,49.0,1,1,0,1,0,0,0,0,0
1.0,34.0,3,9,35740,21292.8,1,2,0,1,0,0,0,0,0
0.0,64.0,1,225,50,49.3,0,1,0,1,0,0,0,0,0
0.0,34.0,2,9,0,17828.8,1,2,0,0,0,0,1,0,0
0.0,64.0,1,225,50,49.6,1,1,0,1,0,0,0,0,0
0.0,66.0,1,226,50,49.1,0,2,0,1,0,0,0,0,0
0.0,66.0,1,226,50,49.4,0,2,0,1,0,0,0,0,0
0.0,64.0,1,225,50,49.7,0,1,0,1,0,0,0,0,0
0.0,66.0,1,226,50,49.5,1,2,0,1,0,0,0,0,0
0.0,64.0,1,225,50,49.8,1,1,0,1,0,0,0,0,0
0.0,66.0,1,226,50,49.8,1,2,0,1,0,0,0,0,0
1.0,70.0,1,225,49,49.4,1,1,0,1,0,0,0,0,0
0.0,70.0,1,225,47,48.8,1,1,0,1,0,0,0,0,0
0.0,72.0,1,226,47,49.5,1,2,0,1,0,0,0,0,0
0.0,72.0,1,226,47,48.9,0,2,0,1,0,0,0,0,0
0.0,70.0,1,225,49,48.7,0,1,0,1,0,0,0,0,0
0.0,72.0,1,226,49,48.8,0,2,0,1,0,0,0,0,0
0.0,36.0,2,9,0,17828.8,1,2,0,0,0,0,1,0,0
0.0,70.0,1,225,47,48.4,0,1,0,1,0,0,0,0,0
0.0,72.0,1,226,48,48.3,0,2,0,1,0,0,0,0,0
0.0,72.0,1,226,48,48.5,1,2,0,1,0,0,0,0,0
0.0,70.0,1,225,48,48.6,1,1,0,1,0,0,0,0,0
0.0,70.0,1,225,48,48.8,0,1,0,1,0,0,0,0,0
0.0,72.0,1,226,49,48.8,1,2,0,1,0,0,0,0,0
0.0,36.0,3,9,35740,17870.0,1,2,0,1,0,0,0,0,0
1.0,76.0,1,226,53,49.1,1,2,0,1,0,0,0,0,0
0.0,76.0,1,226,50,49.1,0,2,0,1,0,0,0,0,0
0.0,38.0,3,9,35740,17870.0,1,2,0,1,0,0,0,0,0
0.0,74.0,1,225,50,48.8,0,1,0,1,0,0,0,0,0
0.0,74.0,1,225,53,49.1,0,1,0,1,0,0,0,0,0
0.0,74.0,1,225,50,49.1,1,1,0,1,0,0,0,0,0
0.0,38.0,2,9,0,17870.0,1,2,0,0,0,0,1,0,0
0.0,76.0,1,226,53,49.4,0,2,0,1,0,0,0,0,0
0.0,76.0,1,226,50,49.4,1,2,0,1,0,0,0,0,0
0.0,74.0,1,225,53,49.4,1,1,0,1,0,0,0,0,0
1.0,80.0,1,226,46,49.3,0,2,0,1,0,0,0,0,0
0.0,80.0,1,226,46,49.2,1,2,0,1,0,0,0,0,0
0.0,80.0,1,226,50,49.3,1,2,0,1,0,0,0,0,0
0.0,78.0,1,225,50,49.5,1,1,0,1,0,0,0,0,0
0.0,78.0,1,225,50,49.8,0,1,0,1,0,0,0,0,0
0.0,78.0,1,225,46,49.5,0,1,0,1,0,0,0,0,0
0.0,40.0,3,9,35740,21444.0,1,2,0,1,0,0,0,0,0
0.0,40.0,2,9,0,17870.0,1,2,0,0,0,0,1,0,0
0.0,78.0,1,225,46,49.4,1,1,0,1,0,0,0,0,0
0.0,80.0,1,226,50,49.5,0,2,0,1,0,0,0,0,0
1.0,80.0,1,225,59,50.5,0,1,0,1,0,0,0,0,0
0.0,80.0,1,225,59,51.6,1,1,0,1,0,0,0,0,0
0.0,82.0,1,226,59,50.6,0,2,0,1,0,0,0,0,0
0.0,82.0,1,226,59,51.6,1,2,0,1,0,0,0,0,0
0.0,42.0,3,9,35740,17870.0,1,2,0,1,0,0,0,0,0
0.0,42.0,2,9,0,17870.0,1,2,0,0,0,0,1,0,0
1.0,89.0,1,226,58,52.1,1,2,0,1,0,0,0,0,0
0.0,44.0,3,9,35740,17870.0,1,2,0,1,0,0,0,0,0
0.0,89.0,1,226,56,52.7,0,2,0,1,0,0,0,0,0
0.0,89.0,1,226,58,53.2,0,2,0,1,0,0,0,0,0
0.0,89.0,1,226,57,53.9,1,2,0,1,0,0,0,0,0
0.0,89.0,8,226,0,49.3,1,0,1,0,0,0,0,0,0
0.0,85.0,1,225,56,52.2,1,1,0,1,0,0,0,0,0
0.0,85.0,1,225,56,52.5,0,1,0,1,0,0,0,0,0
0.0,85.0,1,225,58,53.3,1,1,0,1,0,0,0,0,0
0.0,44.0,2,9,0,17870.0,1,2,0,0,0,0,1,0,0
0.0,89.0,1,226,57,50.4,0,2,0,1,0,0,0,0,0
0.0,85.0,1,225,57,53.7,0,1,0,1,0,0,0,0,0
0.0,89.0,1,226,56,51.0,1,2,0,1,0,0,0,0,0
0.0,85.0,1,225,57,54.4,1,1,0,1,0,0,0,0,0
1.0,46.0,2,9,0,17870.0,1,2,0,0,0,0,1,0,0
0.0,89.0,1,225,62,55.6,1,1,0,1,0,0,0,0,0
0.0,89.0,1,225,62,57.2,0,1,0,1,0,0,0,0,0
0.0,46.0,3,9,33894,17685.4,1,2,0,1,0,0,0,0,0
0.0,93.0,1,226,62,52.2,0,2,0,1,0,0,0,0,0
0.0,93.0,1,226,62,52.5,1,2,0,1,0,0,0,0,0
0.0,89.0,1,225,58,58.4,0,1,0,1,0,0,0,0,0
0.0,93.0,1,226,59,52.5,0,2,0,1,0,0,0,0,0
0.0,89.0,1,225,59,58.4,1,1,0,1,0,0,0,0,0
0.0,93.0,1,226,59,52.6,1,2,0,1,0,0,0,0,0
1.0,94.0,1,225,59,58.4,0,1,0,1,0,0,0,0,0
0.0,50.0,3,9,35740,17685.4,1,2,0,1,0,0,0,0,0
0.0,97.0,1,226,55,52.5,1,2,0,1,0,0,0,0,0
0.0,50.0,2,9,0,17685.4,1,2,0,0,0,0,1,0,0
0.0,50.0,3,9,35740,17685.4,1,2,0,1,0,0,0,0,0
0.0,94.0,1,225,55,58.3,0,1,0,1,0,0,0,0,0
0.0,97.0,1,226,59,52.6,0,2,0,1,0,0,0,0,0
0.0,97.0,1,226,59,52.8,1,2,0,1,0,0,0,0,0
0.0,94.0,1,225,55,58.2,1,1,0,1,0,0,0,0,0
0.0,97.0,1,226,55,58.3,0,2,0,1,0,0,0,0,0
0.0,94.0,1,225,59,58.3,0,1,0,1,0,0,0,0,0
0.0,50.0,2,9,0,17685.4,1,2,0,0,0,0,1,0,0
0.0,94.0,1,225,59,58.5,1,1,0,1,0,0,0,0,0
3.0,99.0,16,225,0,52.8,0,1,1,0,0,0,0,0,0
0.0,52.0,3,9,33206,17432.0,1,2,0,1,0,0,0,0,0
0.0,103.0,16,226,0,52.6,0,2,1,0,0,0,0,0,0
0.0,99.0,16,225,0,46.6,1,1,1,0,0,0,0,0,0
0.0,52.0,2,9,0,17432.0,1,2,0,0,0,0,1,0,0
0.0,99.0,16,225,0,40.4,1,1,1,0,0,0,0,0,0
0.0,103.0,16,226,0,47.0,0,2,1,0,0,0,0,0,0
0.0,103.0,16,226,0,40.8,1,2,1,0,0,0,0,0,0
0.0,99.0,16,225,0,34.6,0,1,1,0,0,0,0,0,0
0.0,103.0,16,226,0,34.6,0,2,1,0,0,0,0,0,0
0.0,99.0,16,225,0,28.7,1,1,1,0,0,0,0,0,0
0.0,103.0,16,226,0,28.7,1,2,1,0,0,0,0,0,0
0.0,103.0,16,226,0,22.8,1,2,1,0,0,0,0,0,0
1.0,105.0,16,225,0,22.8,0,1,1,0,0,0,0,0,0
0.0,105.0,16,225,0,17.3,1,1,1,0,0,0,0,0,0
0.0,109.0,16,226,0,17.3,0,2,1,0,0,0,0,0,0
0.0,105.0,16,225,0,11.8,0,1,1,0,0,0,0,0,0
0.0,105.0,16,225,0,5.9,1,1,1,0,0,0,0,0,0
0.0,109.0,16,226,0,11.4,1,2,1,0,0,0,0,0,0
0.0,54.0,3,9,32476,17105.6,1,2,0,1,0,0,0,0,0
0.0,105.0,16,225,0,0.0,0,1,1,0,0,0,0,0,0
0.0,109.0,16,226,0,5.5,1,2,1,0,0,0,0,0,0
0.0,54.0,2,9,0,17105.6,1,2,0,0,0,0,1,0,0
0.0,109.0,16,226,0,0.0,0,2,1,0,0,0,0,0,0
0.0,105.0,16,225,0,0.0,1,1,1,0,0,0,0,0,0
0.0,109.0,16,226,0,0.0,0,2,1,0,0,0,0,0,0
0.0,109.0,16,226,0,0.0,1,2,1,0,0,0,0,0,0
1.0,106.0,16,225,0,0.0,0,1,1,0,0,0,0,0,0
0.0,56.0,3,9,30334,20139.0,1,2,0,1,0,0,0,0,0
0.0,56.0,2,9,0,16749.6,1,2,0,0,0,0,1,0,0
1.0,58.0,2,9,0,13175.6,1,2,0,0,0,0,1,0,0
0.0,113.0,16,225,0,0.0,0,1,1,0,0,0,0,0,0
0.0,113.0,16,225,0,0.0,1,1,1,0,0,0,0,0,0
0.0,117.0,16,226,0,0.0,1,2,1,0,0,0,0,0,0
0.0,58.0,3,9,30280,16203.6,1,2,0,1,0,0,0,0,0
0.0,113.0,16,225,0,0.0,1,1,1,0,0,0,0,0,0
0.0,113.0,16,225,0,0.0,1,1,1,0,0,0,0,0,0
0.0,117.0,16,226,0,0.0,1,2,1,0,0,0,0,0,0
0.0,117.0,16,226,0,0.0,0,2,1,0,0,0,0,0,0
0.0,113.0,16,225,0,0.0,0,1,1,0,0,0,0,0,0
0.0,117.0,16,226,0,0.0,1,2,1,0,0,0,0,0,0
0.0,117.0,16,226,0,0.0,0,2,1,0,0,0,0,0,0
0.0,113.0,16,225,0,0.0,1,1,1,0,0,0,0,0,0
0.0,113.0,16,225,0,0.0,0,1,1,0,0,0,0,0,0
0.0,117.0,16,226,0,0.0,0,2,1,0,0,0,0,0,0
0.0,117.0,16,226,0,0.0,1,2,1,0,0,0,0,0,0
0.0,117.0,16,226,0,0.0,0,2,1,0,0,0,0,0,0
1.0,114.0,16,225,0,0.0,0,1,1,0,0,0,0,0,0
0.0,60.0,3,9,30018,15631.4,1,2,0,1,0,0,0,0,0
0.0,60.0,2,9,0,15631.4,1,2,0,0,0,0,1,0,0
1.0,125.0,16,226,0,0.0,1,2,1,0,0,0,0,0,0
0.0,121.0,16,225,0,0.0,0,1,1,0,0,0,0,0,0
0.0,125.0,16,226,0,0.0,0,2,1,0,0,0,0,0,0
0.0,121.0,16,225,0,0.0,1,1,1,0,0,0,0,0,0
0.0,125.0,16,226,0,0.0,1,2,1,0,0,0,0,0,0
0.0,121.0,16,225,0,0.0,1,1,1,0,0,0,0,0,0
0.0,62.0,3,9,30612,15372.0,1,2,0,1,0,0,0,0,0
0.0,121.0,16,225,0,0.0,1,1,1,0,0,0,0,0,0
0.0,121.0,16,225,0,0.0,0,1,1,0,0,0,0,0,0
0.0,125.0,16,226,0,0.0,1,2,1,0,0,0,0,0,0
0.0,125.0,16,226,0,0.0,0,2,1,0,0,0,0,0,0
0.0,121.0,16,225,0,0.0,1,1,1,0,0,0,0,0,0
0.0,121.0,16,225,0,0.0,0,1,1,0,0,0,0,0,0
0.0,62.0,2,9,0,15372.0,1,2,0,0,0,0,1,0,0
0.0,125.0,16,226,0,0.0,0,2,1,0,0,0,0,0,0
0.0,125.0,16,226,0,0.0,0,2,1,0,0,0,0,0,0
0.0,125.0,16,226,0,0.0,1,2,1,0,0,0,0,0,0
1.0,129.0,16,226,0,0.0,0,2,1,0,0,0,0,0,0
0.0,129.0,16,226,0,0.0,0,2,1,0,0,0,0,0,0
0.0,64.0,2,9,0,12124.4,1,2,0,0,0,0,1,0,0
0.0,64.0,3,9,32270,15351.4,1,2,0,1,0,0,0,0,0
0.0,126.0,16,225,0,0.0,0,1,1,0,0,0,0,0,0
0.0,126.0,16,225,0,0.0,0,1,1,0,0,0,0,0,0
0.0,129.0,16,226,0,0.0,1,2,1,0,0,0,0,0,0
0.0,126.0,16,225,0,0.0,1,1,1,0,0,0,0,0,0
